Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1295572278,42909JM,NY,COM,07/17/2013,19,DELV,,P,58590,49690,17790,0,103,103,171,954406,0171,0000,0220P,,,F,87-74,PARSONS BLVD,,0,408,J6,,BBBBBBB,ALL,ALL,BROWN,0,1996,-,0,,,,,
1295572291,T615471C,NY,SRF,07/24/2013,19,SDN,FORD,P,51090,58590,24040,20140131,103,103,171,954406,0171,0000,0410P,,,F,159-18,JAMAICA AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,2004,-,0,,,,,
1295572448,62901JM,NY,COM,07/18/2013,14,DELV,MERCU,P,49690,24240,24290,0,103,103,171,954267,0171,0000,0435P,0435P,Q,F,164-30,HILLSIDE AVE,,20130718,408,J6,,BBBBBBB,ALL,ALL,BROWN,0,1993,-,0,,,,,
1295572450,GBJ3633,NY,PAS,07/20/2013,37,SDN,NISSA,P,0,0,0,20141009,103,103,171,954267,0171,0000,0240P,0230P,Q,,,N/W C/O 90 AVE,161 ST,0,408,D,,YYYYYYB,0900A,0700P,GREY,0,2009,408-1947,0,,,,,
1295572461,GCF7946,NY,PAS,07/20/2013,14,SDN,BUICK,P,58590,23650,23650,20141114,103,103,171,954267,0171,0000,0550P,0550P,Q,O,90-27,PARSONS BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,1999,-,0,,,,,
1295572503,S517VC,FL,PAS,08/05/2013,46,SDN,MAZDA,P,49690,24390,24490,0,103,103,171,954267,0171,0000,1230P,1230P,Q,O,16720,HILLSIDE AVE,,0,408,J2,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1295572527,T605728C,NY,PAS,08/10/2013,19,SDN,LINCO,P,58590,23650,51090,20140531,103,103,171,954267,0171,0000,0735P,0735P,Q,F,90-42,PARSONS BLVD,,20130810,408,C3,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1295572552,ZDZ2947,NY,PAS,08/11/2013,46,SDN,KIA,P,0,40404,40404,20140729,107,107,171,954267,0171,0000,0800P,0800P,Q,F,168-05,HILLSIDE,,20130811,408,C3,,BBBBBBB,ALL,ALL,GREY,0,2008,-,0,,,,,
1295572631,42103JM,NY,COM,07/18/2013,14,FEDE,FR/LI,P,58590,49690,17790,0,103,103,171,954365,0171,0000,0250P,0250P,Q,F,87-71,PARSONS BLVD,,20130718,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,1997,-,0,,,,,
1295572643,T518428C,NY,PAS,07/20/2013,19,SDN,LINCO,P,51090,58590,24040,20140630,103,103,171,954365,0171,0000,0605P,0603P,Q,F,159-26,JAMAICA AVE,,20130720,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2005,-,0,,,,,
1295572710,JANAAN,NY,999,08/12/2013,20,SDN,TOYOT,P,17790,17740,17990,20150209,103,103,171,954365,0171,0000,0130P,0130P,Q,F,87-90,88 AVE,,20130812,408,C3,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1295572862,T610371C,NY,SRF,07/21/2013,19,TAXI,MERCU,P,51090,58590,24040,20130721,103,103,171,953691,0171,0000,0500P,0457P,Q,F,159-26,JAMAICA AVE,,20130721,408,C,,BBBBBBB,ALL,ALL,GY,0,2004,-,0,,,,,
1295572898,T610472C,NY,SRF,08/05/2013,19,SDN,FORD,P,51090,58590,24040,20140531,103,103,171,953691,0171,0000,0420P,,Q,F,159-05,JAMAICA AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1295572904,42909JM,NY,COM,08/12/2013,20,DELV,MERCU,P,17790,24490,24440,20140425,103,103,171,953691,0171,0000,0445P,,Q,O,168-09,88 AVE,,0,408,C,,BBBBBBB,ALL,ALL,BR,0,1996,-,0,,,,,
1295573003,SARPANC4,NY,SRF,07/20/2013,14,TAXI,LINCO,P,58590,49690,17790,20140531,103,103,0,954036,0000,0000,0125P,0123P,,F,8794,PARSONS BLVD,,20130720,408,J6,,BBBBBBB,ALL,ALL,GL,0,2004,-,0,,,,,
1295573040,T507982C,NY,999,08/14/2013,20,SDN,LINCO,P,17790,24490,24440,20140430,103,103,171,954036,0171,0000,0116P,0112P,Q,F,168-09,88 AVE,,20130814,408,F1,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1295573234,GDX5772,NY,PAS,07/20/2013,19,SDN,BMW,P,49690,24440,24540,20150227,103,103,171,954196,0171,0000,0530P,0530P,Q,O,168-47,HILLSIDE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2002,-,0,,,,,
1295573260,GCX1549,NY,PAS,07/27/2013,46,SUBN,HONDA,P,0,40404,40404,20141126,103,103,171,954196,0171,0000,0634P,0632P,,F,168-11,HILLSIDE,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1295573283,T528871C,NY,PAS,08/07/2013,14,SUBN,TOYOT,P,49690,24540,24590,20140731,103,103,171,954196,0171,0000,0200P,0200P,Q,F,169-20,HILLSIDE AVE,,20130807,408,C3,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
1295573490,GBZ8239,NY,PAS,07/21/2013,46,SDN,TOYOT,P,0,40404,40404,20141118,107,107,171,953995,0171,0000,0704P,0700P,Q,F,168-03,HILLSIDE AVE W/B,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,1997,-,0,,,,,
1307963808,X81DEU,NJ,PAS,07/21/2013,14,SDN,ACURA,K,29610,27050,27885,0,0001,1,1,160427,0001,0000,0205P,0105P,NY,F,20,RIVER TERRACE,,20130721,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1307963833,82379MD,NY,COM,07/29/2013,16,VAN,FORD,K,29610,27050,27885,20150731,0001,1,1,160427,0001,0000,0216P,1100A,NY,F,20,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
6020314583,87336JV,PA,PAS,07/26/2013,94,SDN,TOYOT,X,0,0,0,0,,0,0,338568,T108,0000,,,,,,,,0,408,5,0,YYYYYYY,ALL,ALL,WHITE,0,0,,0,0000,,,,
1307963845,GHM7006,NY,PAS,07/29/2013,20,SUBN,TOYOT,K,27240,27885,32940,20150805,0001,1,1,160427,0001,0000,0223P,,NY,F,325,N. END AVE,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,0,,,,,
1307963857,XS465D,NJ,PAS,07/30/2013,14,DELV,MITSU,K,29610,32700,27050,0,0001,1,1,160427,0001,0000,0836A,,NY,O,2,RIVER TERRACE,,0,408,D,,BBBBBBB,ALL,ALL,YELLO,0,0,-,0,,,,,
1307963869,83334JE,NY,COM,07/31/2013,20,VAN,FORD,K,32940,11115,27240,20130831,0001,1,1,160427,0001,0000,1158A,,NY,O,201,WARREN ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,1999,-,0,,,,,
1307963870,34326NC,NY,COM,08/05/2013,20,VAN,CHEVR,K,32940,11115,27240,20140331,0001,1,1,160427,0001,0000,0954A,,NY,O,201,WARREN STREET,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2012,-,0,,,,,
1307963882,P63DBY,NJ,PAS,08/07/2013,14,SDN,SUBAR,K,29610,32700,27050,0,0001,1,1,160427,0001,0000,0155P,,NY,O,10,RIVER TERRACE,,0,408,D,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1307964011,78439,MA,PAS,07/26/2013,67,SUBN,CHEVR,K,14710,11115,27240,0,0001,1,1,160213,0001,0000,0814P,,NY,F,345,CHAMBERS ST,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1307964357,HZF0561,PA,PAS,07/21/2013,19,SDN,NISSA,K,27240,32940,14710,0,0001,1,1,160213,0001,0000,0440P,,NY,F,450,NORTH END AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BROWN,0,0,-,0,,,,,
1307964394,GAX4598,NY,PAS,08/12/2013,40,SUBN,ROVER,K,29610,27885,32940,20140831,0001,1,1,160213,0001,0000,0621P,,NY,F,22,RIVER TERRACE,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1307964412,GFS8424,NY,PAS,08/16/2013,40,VAN,DODGE,K,0,29440,0,20150313,0001,1,1,160213,0001,0000,0427P,,NY,F,,THE TERRACE,RECTOR ST,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2010,-,0,,,,,
1307964485,GAA1955,NY,PAS,07/21/2013,67,SDN,JEEP,K,14710,11115,27240,20140630,0001,1,1,160213,0001,0000,0445P,,NY,F,345,CHAMBERS ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1307964503,WTD3623,VA,PAS,07/19/2013,19,VAN,HONDA,K,27240,32940,14710,0,0001,1,1,160213,0001,0000,0542P,,NY,F,450,NORTH END AVE,,0,408,C3,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1307965246,GGB3839,NY,PAS,08/18/2013,20,SDN,NISSA,K,0,0,0,20130720,0001,1,1,160437,0001,0000,0904A,,NY,,,S/S WARREN ST 150FT,W/O  WEST ST,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,
1307965260,XY272W,NJ,PAS,08/19/2013,14,DELV,INTER,K,27240,27050,27885,0,0001,1,1,160437,0001,0000,0140P,,NY,O,211,NORTH END AVE,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1307965271,91684JS,NY,COM,08/19/2013,14,VAN,CHEVR,K,29610,27050,27885,20141031,0001,1,1,160437,0001,0000,0230P,0150P,NY,F,20,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1307965283,GJD6528,NY,PAS,08/21/2013,20,SDN,HONDA,K,27240,32940,14710,20150709,0001,1,1,160437,0001,0000,0905A,,NY,O,450,NORTH END AVE,,0,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1307965416,994YGA,CT,PAS,08/03/2013,14,SDN,TOYOT,K,45210,40404,40404,0,0001,1,1,160283,0001,0000,0330P,,NY,F,21,W THAMES ST,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1307965428,640YER,FL,PAS,08/04/2013,14,SDN,VOLKS,K,45210,40404,40404,0,0001,1,1,160283,0001,0000,0100P,,NY,F,21,W THAMES,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1307965465,GHT2340,NY,PAS,08/18/2013,19,SDN,FORD,K,29450,0,30620,20140930,0001,1,1,160283,0001,0000,1105A,,NY,O,280,RECTOR PL,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,
1307965866,GPC2934,PA,PAS,08/10/2013,19,SUBN,FORD,K,27240,32940,14710,0,0001,1,1,160213,0001,0000,1047P,,NY,F,450,NORTH END AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1307966380,GHT1448,NY,PAS,07/27/2013,14,SDN,CHRYS,K,29610,27885,32940,20140930,0001,1,1,160207,0001,0000,1135A,,NY,F,22,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1307966391,GJA5273,NY,PAS,07/27/2013,46,SUBN,CHEVR,K,29610,27885,32940,20140930,0001,1,1,160207,0001,0000,0230P,0215P,NY,F,22,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,,,,,
1307966408,83546MA,NY,COM,07/31/2013,14,SUBN,JEEP,K,29610,32700,27050,20150430,0001,1,1,160207,0001,0000,1105A,,NY,F,8,RIVER TERRACE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1307966410,6141CR,CT,PAS,08/02/2013,14,P-U,CHEVR,K,29610,32700,27050,0,0001,1,1,160207,0001,0000,1130A,,NY,F,8,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1307966421,YTA46F,NJ,PAS,08/02/2013,14,SDN,,K,29610,27885,32940,0,0001,1,1,160207,0001,0000,1205P,,NY,F,22,RIVER TERRACE,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1307966445,6141CR,CT,COM,08/08/2013,40,P-U,CHEVR,K,29610,32700,27050,0,0001,1,1,160207,0001,0000,1120A,,NY,F,10,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,1,,,,,
1307966457,566NYP,NJ,PAS,08/08/2013,14,VAN,FORD,K,29610,32700,27050,0,0001,1,1,160207,0001,0000,1127A,,NY,F,8,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1307966469,95910MB,NY,COM,08/11/2013,14,VAN,CHEVR,K,29450,13113,24685,0,0001,1,1,160207,0001,0000,1155A,,NY,F,377,RECTOR PLACE,,0,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1307966482,GCE6103,NY,PAS,08/18/2013,14,SUBN,ROVER,K,29610,27885,32940,20141001,0001,1,1,160207,0001,0000,0259P,,NY,F,22,RIVER TERRACE,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1307985762,RG718,RI,PAS,08/02/2013,20,SDN,NISSA,K,0,10320,0,20140631,0010,10,1,160425,0001,0000,0822P,,NY,F,,W 22ND 11TH AVE,CHELSEA PIERS,0,408,B,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1308007346,T610753C,NY,999,07/18/2013,21,LIMO,FORD,S,15350,29390,16850,20140228,0001,1,0,533801,MN01,0000,0215A,,,F,183,CHURCH ST,,0,408,D1,,YBBYBBB,0200A,0600A,WHITE,0,2003,-,0,,,,,
1308012408,5116JV,NY,COM,08/02/2013,21,TRLR,MACK,S,34410,40404,40404,20140430,,0,0,531407,MN04,0000,0205A,,,F,349,W 32 ST,,0,408,D1,,YBYBYBB,0200A,0600A,,0,2002,-,0,,,,,
1308052716,GMH9328,NY,PAS,07/13/2013,21,SUBN,JEEP,S,0,40404,40404,20150531,0009,9,0,902145,SI03,0000,0807A,,NY,F,97,3RD AVEUNE,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2012,-,0,,,,,
1308052728,819PS6,MA,999,08/05/2013,21,SDN,CHRYS,S,42630,17380,10030,20140688,0068,68,0,902145,SI03,0000,0736A,,K,F,6916,FT HAMILTON PKWY,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2012,-,0,,,,,
1308052753,GBR4657,NY,PAS,08/05/2013,21,SUBN,ME/BE,S,42630,10080,10180,20141128,0068,68,0,902145,SI03,0000,0740A,,K,F,7114,FT HAMILTON PKWY,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,2013,-,0,,,,,
1308052807,GCF5367,NY,PAS,08/13/2013,21,SDN,ME/BE,S,21840,59390,5140,20150618,101,101,0,902145,SI03,0000,0745A,,Q,F,432,129 ST,,0,408,D1,,YYYYYBB,0730A,0800A,BLACK,0,2008,-,0,,,,,
1308157289,EXN6499,NY,PAS,07/19/2013,46,SDN,NISSA,P,60810,22120,22140,20140325,106,106,172,930292,0172,0000,1200P,,Q,F,133-07,ROCKAWAY BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2005,-,0,,,,,
1308157290,JDB6130,PA,PAS,07/19/2013,40,SDN,LINCO,P,0,0,0,0,106,106,172,930297,0172,0000,1207P,,Q,O,,W/S 127 ST,15FT N FOCH BLVD,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,8,,,,,
1308157307,NV858L,NJ,PAS,07/19/2013,40,SDN,HONDA,P,21690,35780,64890,0,106,106,172,930297,0172,0000,1210P,,Q,F,117-6,126 ST,,0,408,C,,BBBBBBB,ALL,ALL,GOLD,0,0,-,9,,,,,
1308157319,GBC3381,NY,PAS,07/19/2013,40,SUBN,HONDA,P,21390,40404,40404,20140808,106,106,172,930297,0172,0000,1220P,,Q,,116+38,121 ST,,0,408,N8,,BBBBBBB,ALL,ALL,MAROO,0,2012,-,6,,,,,
1308157320,GFS4162,NY,PAS,07/19/2013,80,SUBN,CADIL,P,60810,20940,20940,20140121,106,106,172,930297,0172,0000,1229P,,Q,F,115-12,ROCKAWAY BLVD,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1308157344,GER6778,NY,PAS,07/19/2013,61,SDN,HYUND,P,22210,27910,64890,20150201,106,106,172,930297,0172,0000,0114P,,Q,F,124-48,135 PL,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,2013,-,0,,,,,
1308157370,ESA6868,NY,PAS,07/19/2013,19,SUBN,TOYOT,P,55590,45890,27097,20150526,105,105,172,930297,0172,0000,0154P,,Q,F,231-11,MERRICK BLVD,,0,408,F7,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1308174329,GFK1793,NY,PAS,07/20/2013,46,SDN,CHRYS,P,53720,18120,49720,20140226,0047,47,47,942320,0047,0000,0758P,,BX,F,634,NEREID AVE,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,
1308174380,GFN1410,NY,PAS,08/18/2013,46,SDN,DODGE,P,15020,62520,48420,20140930,0047,47,47,942320,0047,0000,0220A,,BX,F,3320,BRONX BLVD,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,,,,,
1308414262,GJA7653,NY,PAS,07/30/2013,24,SDN,VOLKS,X,10010,0,0,20130819,0023,23,976,101105,0976,0000,0641P,,NY,F,1901,1ST AVENUE,METROPOLITAN HOSPITA,0,408,D5,,BBBBBBB,ALL,ALL,RED,0,2012,-,0,,,,,
1308414316,GDV8611,NY,PAS,07/21/2013,24,SUBN,CHEVR,X,0,40404,40404,20141228,0023,23,976,100074,0976,0000,0529P,,NY,F,1901,1ST AVENUE NY NY 100,,0,408,D5,,BBBBBBB,ALL,ALL,RED,0,2002,-,0,,,,,
1308415473,H2749F,99,999,07/17/2013,24,SUBN,JEEP,X,0,40404,40404,20131130,0023,23,976,101097,0976,0000,1120A,1120A,,F,1901,"1ST AVENUE NY, NY 10",,20130717,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1308418036,TOORMD,CT,PAS,07/17/2013,24,COUP,BMW,X,0,0,0,0,0023,23,976,100749,0976,0000,0138P,,NY,F,1900,METROPOLITAN HOSPITA,2NS AVE NYC 10029,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1308418670,33657CD,MD,PAS,07/16/2013,24,SDN,HONDA,X,0,40404,40404,0,0023,23,976,100784,0976,0000,0746A,,NY,F,1900,SECOND AVE NY 10029,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1308419144,GEK6769,NY,PAS,08/06/2013,17,P-U,NISSA,T,5010,40404,40404,20150425,0073,73,2,100642,0002,0000,0857A,,NY,O,462,1ST AVE,,0,408,D3,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1308419648,T619840C,NY,SRF,07/26/2013,14,VAN,FORD,T,10010,17530,17550,20140131,0013,13,2,100642,0002,0000,1235P,,NY,O,462,1ST AVE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1308420018,79963,NY,MED,07/25/2013,14,SUBN,CHEVR,T,10010,17530,17550,20150304,0013,13,2,100642,0002,0000,1041A,,NY,F,462,1ST AVE,,0,408,C4,,BBBBBBB,ALL,ALL,BURG,0,2011,-,0,,,,,
1308952466,GBV4500,NY,PAS,07/23/2013,21,SUBN,NISSA,S,9080,6680,6780,20141004,0066,66,0,588801,KS12,0000,0935A,,K,F,1631,50TH STREET,,0,408,D1,,BYBBBBB,0930A,1102A,GREY,0,2005,-,0,,,,,
1308952480,51632AP,NY,COM,07/23/2013,21,VAN,FORD,S,6780,9430,9480,20150731,0066,66,0,588801,KS12,0000,0958A,,K,F,5702,17TH AVE,,0,408,D1,,BYBBBBB,0930A,1100A,WHITE,0,0,-,0,,,,,
1308952545,7KYE30,MI,PAS,07/23/2013,21,SDN,CADIL,S,9180,6680,6780,0,0066,66,0,588801,KS12,0000,0947A,,K,F,1607,52ND ST,,0,408,D1,,BYBBBBB,0930A,1100A,TAN,0,0,-,0,,,,,
1308952557,513YKY,99,PAS,07/23/2013,21,SDN,ACURA,S,9080,68010,6880,0,0066,66,0,588801,KS12,0000,0939A,,K,F,1767,50TH STREET,,0,408,D1,,BYBBBBB,0930A,1100A,BLUE,0,0,-,0,,,,,
1308952582,GGS7503,NY,PAS,07/26/2013,21,SUBN,ME/BE,S,17330,9780,9830,20180709,0062,62,0,588801,KS12,0000,0805A,,K,F,6405,BAY PARKWAY,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,2013,-,0,,,,,
1308952600,T81CAV,NJ,PAS,07/23/2013,21,,JEEP,S,0,0,0,0,0066,66,0,588801,KS12,0000,1143A,,K,,,RIVER SIDE OF EAST 3,BET AVE F & PIKINS,0,408,D1,,BYBBBBB,1130A,0100,GREEN,0,0,-,0,,,,,
1308952624,GGZ8250,NY,PAS,07/26/2013,21,SDN,KIA,S,17330,9730,9780,20130830,0062,62,0,588801,KS12,0000,0807A,,K,F,6301,BAY PARKWAY,,0,408,D1,,BBBBYBB,0800A,0830A,WHITE,0,2013,-,0,,,,,
1308959631,GDP2096,NY,PAS,08/01/2013,21,SDN,HONDA,S,0,40404,40404,20141125,0067,67,0,980774,KN12,0000,0840A,,K,,1108,RUTLAND AVE,,0,408,D1,,YYBBBBB,0830A,0900,,0,0,-,0,,,,,
1309169688,98981,NY,COM,08/01/2013,38,VAN,DODGE,P,34770,13610,10810,0,0018,18,1,932180,0001,0000,0730P,,NY,O,210,W 50 ST,,0,408,E1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1310097318,T618965C,NY,SRF,08/14/2013,19,SDN,MERCU,P,64790,18290,28265,20121231,103,103,103,924038,0103,0000,1211A,,Q,F,91-10,SUTPHIN BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2003,-,0,,,,,
1310097320,T521766C,NY,SRF,08/14/2013,19,SDN,LINCO,P,64790,18290,28265,20140430,103,103,103,924038,0103,0000,1209A,,Q,F,91-10,SUTPHIN BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2003,-,0,,,,,
1310097331,T603770C,NY,SRF,08/14/2013,19,SDN,LINCO,P,64790,18290,28265,20130731,103,103,103,924038,0103,0000,1257A,,Q,F,91-06,SUTPHIN BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2003,-,0,,,,,
1310097343,T613329C,NY,SRF,08/14/2013,50,SDN,FORD,P,51090,58590,24040,20131130,103,103,103,924038,0103,0000,0103A,,Q,F,159-10,JAMAICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,
1310097392,T612949C,NY,SRF,08/15/2013,19,SDN,LINCO,P,64790,18290,28265,20140630,103,103,103,924038,0103,0000,0210A,,Q,F,91-10,SUTPHIN BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1310804187,6K50B,NY,SRF,08/04/2013,14,,TOYOT,P,18150,25390,27790,20140228,0018,18,407,924873,0407,0000,1110P,,NY,O,40,E 58 ST,,0,408,J7,,BBBBBBB,ALL,ALL,YW,0,2012,-,0,,,,,
1310804199,7M10A,NY,SRF,08/11/2013,14,TAXI,TOYOT,X,18150,25390,27790,20140229,0018,18,401,924873,0401,0000,1045P,,NY,O,40,E 58 ST,,0,408,K6,,BBBBBBB,ALL,ALL,YELLO,0,2012,-,0,,,,,
1311090770,PIXEL,NY,MOT,08/08/2013,51,MOTO,DUCAN,P,46730,54100,52130,0,0083,83,83,939629,0083,0000,1142P,,K,F,1292,HALSEY ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1311140244,GAR1957,NY,PAS,08/06/2013,98,VAN,FORD,P,35380,44430,13980,20140731,0070,70,70,943182,0070,0000,0915P,,,F,751,ARGYLE RD,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,
1311447684,XK134N,NJ,PAS,07/21/2013,78,VAN,GMC,P,54950,36050,50600,0,120,120,120,924068,0120,0000,1006P,,R,F,259,WESTERVELT AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1311545888,35212MB,NY,COM,08/09/2013,46,FREI,FRUEH,P,25390,19590,10485,0,0025,25,25,945718,0025,0000,0113P,1310P,,F,2102,MADISON AVE,,20130809,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,,,,,
1311684888,511SZ2,MA,PAS,07/28/2013,19,SDN,FORD,K,29450,13113,30620,20140402,0001,1,1,160390,0001,0000,0952A,,NY,,,NE OF 225 RECTOR PL,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1311684890,90527JV,NY,COM,07/28/2013,19,VAN,FORD,K,29450,13113,30620,20140630,0001,1,1,160390,0001,0000,0947A,,NY,,,NE OF 225 RECTOR PLA,,0,408,D5,,BBBBBBB,ALL,ALL,BLUE,0,1997,-,0,,,,,
1311684918,JB53388,PA,PAS,08/18/2013,19,SUBN,JEEP,K,29450,0,30620,0,0001,1,1,160390,0001,0000,0257P,,NY,O,280,RECTOR PLACE,,0,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1311684920,GJA2426,NY,PAS,08/18/2013,19,SUBN,LINCO,K,29450,0,30620,20140930,0001,1,1,160390,0001,0000,0300P,,NY,O,280,RECTOR PL,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,
1311687713,7501500,NY,PAS,07/26/2013,67,SDN,TOYOT,K,11115,10015,45210,20141030,0001,1,1,160375,0001,0000,0647A,,NY,O,30,WEST STREET,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,,,,,
1311689771,725YVS,CT,999,07/29/2013,14,,TOYOT,K,29610,27885,32940,0,0001,1,1,160246,0001,0000,1002P,,NY,F,22,RIVER TERRACE,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1311689783,86152,NY,MED,07/30/2013,14,SUBN,,K,45210,40404,40404,20141018,0001,1,1,160246,0001,0000,0848P,,NY,F,21,WEST THAMES,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,2010,-,0,,,,,
1311689795,625709,RI,PAS,08/10/2013,14,,TOYOT,K,30620,16400,45210,0,0001,1,1,160246,0001,0000,1103P,,NY,F,21,SOUTH END AVE,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1311689801,PNS8336,GA,PAS,08/06/2013,14,,BMW,K,29610,27885,32940,0,0001,1,1,160246,0001,0000,0932P,,NY,F,22,RIVER TERRACE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
